CustomerID;Name;Gender;Age;City;Signup_Date;Last_purchase_date; purchase_amount ;feedback_score;email;Phone_number;Phone_numbre_10_digits;Country
C1514;Pooja;Female;;Bangalore;28/1/2025;;;;;;;India
C1515;Ravi;Female;46;Ahmedabad;;;;;user1514mail.com;;;
C1516;Simran;Female;;Delhi;;;;;user1515@mail.com;9833324951;9833324951;USA
;Neha;Female;69;Mumbai;;;1522.04;10;user1516mail.com;;;Canada
C1518;Ravi;Female;43;Kolkata;4/12/2025;;4228.47;1;user1517mail.com;;;Australia
C1519;;Male;;Chennai;;5/7/2025;;1;;;;UK
C1520;Sneha;Male;;Mumbai;9/9/2024;25/2/2025;2718.48;2;user1519@mail.com;;;Australia
C1521;Simran;Female;;;;;822.32;1;user1520mail.com;;;USA
C1522;Pooja;;49;;;;;10;;95568844;0095568844;
;Amit;;;Pune;;24/12/2023;;4;user1522mail.com;9874572371;9874572371;USA
;Neha;;;Mumbai;;5/5/2022;;;user1523mail.com;;;USA
C1525;Neha;Male;;Kolkata;;7/5/2025;4498.97;;user1524@mail.com;;;USA
C1526;Kiran;Female;33;Hyderabad;;;;1;;;;
C1527;Amit;Female;;Hyderabad;25/8/2020;;;;;;;India
C1528;Kiran;Male;;Kolkata;11/11/2025;;;10;user1527@mail.com;;;USA
C1529;Amit;Female;;Pune;22/4/2023;;489.07;10;;928289498;0928289498;
C1530;Sneha;Male;;Hyderabad;20/12/2020;14/10/2025;;10;user1529mail.com;;;Canada
C1531;Priya;Male;18;Ahmedabad;2/5/2021;;;1;user1530mail.com;;;Australia
;;Male;27;Chennai;;;;;user1531mail.com;959765217;0959765217;USA
C1533;Rahul;Male;46;Ahmedabad;;13/1/2025;;1;;;;Canada
C1534;Sneha;;;;;;2544.56;2;user1533@mail.com;;;Australia
C1535;Priya;Female;;Kolkata;12/1/2023;;;1;user1534@mail.com;;;Australia
C1536;Priya;Male;;Bangalore;;;4284.68;10;;;;
C1537;Simran;Male;;;2/12/2025;18/6/2024;;;;;;
C1538;Sneha;Female;;;15/11/2025;;;4;;;;India
C1539;;Male;;Pune;;;;;;91157797;0091157797;Canada
;Simran;Male;;Chennai;4/5/2024;;;1;user1539mail.com;;;USA
;Amit;;;Mumbai;;9/5/2025;2860.21;10;user1540@mail.com;;;Canada
C1542;Simran;Male;66;;1/12/2024;1/7/2024;3922.5;2;user1541@mail.com;;;Australia
C1543;Amit;Female;;Kolkata;;;;10;;9591799415;9591799415;
C1544;;;;Chennai;1/4/2023;;;;;;;India
C1545;Sneha;Female;;;;;;10;;94633627;0094633627;
C1546;Pooja;;;Ahmedabad;;;;;user1545mail.com;;;
C1547;Pooja;Male;;Hyderabad;;19/8/2020;;10;;999593239;0999593239;Canada
C1548;Amit;Male;;Delhi;15/2/2021;;;4;user1547@mail.com;;;India
C1549;Simran;;;Kolkata;7/2/2023;;;;user1548@mail.com;;;Australia
;Kiran;Female;;Chennai;3/10/2023;;;2;;9552536877;9552536877;India
;Rahul;;;Ahmedabad;5/11/2021;2/2/2025;;;;;;Australia
C1552;Ankit;Male;;Bangalore;;;;4;user1551@mail.com;;;India
;;Female;63;Mumbai;24/8/2020;;;1;;;;Canada
;;Female;;Mumbai;;19/5/2021;;10;;9567127922;9567127922;Australia
C1555;Neha;;;Pune;;;;1;;9875166127;9875166127;UK
C1556;Ravi;Female;;Pune;19/9/2025;;;;;;;UK
C1557;Ravi;Male;37;Ahmedabad;;;1971.61;;;98417434;0098417434;Australia
C1558;Priya;Female;;Delhi;2/5/2022;;1308.52;;;;;USA
C1559;Rahul;Male;;Kolkata;3/5/2023;;;;;;;Australia
;Ravi;Male;;Bangalore;;;4843.62;1;;;;USA
;Simran;Female;29;Ahmedabad;;;;;;;;Canada
;;Female;;Ahmedabad;25/9/2021;15/7/2024;;1;user1561@mail.com;9476144258;9476144258;
C1563;Kiran;Male;25;Kolkata;29/6/2023;;;1;user1562mail.com;;;Canada
C1564;Priya;Female;59;Pune;5/3/2022;22/10/2022;;3;;9173461961;9173461961;India
C1565;Pooja;Male;;Kolkata;;;3177.39;1;user1564@mail.com;;;Canada
;Neha;Female;49;Chennai;7/11/2020;;;5;user1565@mail.com;;;Canada
C1567;Rahul;Female;;Ahmedabad;31/7/2024;;2572;10;user1566mail.com;9738228976;9738228976;India
;Sneha;Female;;;23/4/2025;;;1;;;;USA
C1569;Amit;;;Hyderabad;10/12/2022;;;;;994755318;0994755318;
C1570;;;;Mumbai;;11/12/2021;;10;user1569mail.com;;;
C1571;Priya;Female;;Delhi;;;4280.2;;;;;Australia
C1572;Rahul;Female;;Bangalore;24/1/2026;18/6/2024;3537.21;5;;;;UK
C1573;Simran;;;Bangalore;;;;1;user1572@mail.com;;;USA
;Amit;Female;;Bangalore;;;;10;user1573mail.com;;;India
C1575;Rahul;Male;;Kolkata;;5/2/2025;;1;;;;UK
;Sneha;;;Hyderabad;18/10/2022;;;1;user1575@mail.com;;;Canada
;Amit;Male;;Kolkata;20/7/2022;;;1;user1576mail.com;9395879432;9395879432;Australia
C1578;Ravi;;;Pune;7/2/2025;;;1;;996711333;0996711333;India
C1579;Pooja;Male;;Mumbai;13/6/2023;;;1;;;;UK
;Rahul;Female;;Delhi;6/2/2023;;2023.5;1;user1579@mail.com;;;Canada
C1581;Amit;Female;;Bangalore;10/4/2025;;;;;;;USA
C1582;Ravi;Male;;Bangalore;;;;10;;;;India
C1583;Kiran;Male;;Delhi;6/5/2021;9/7/2023;;1;user1582@mail.com;;;Australia
C1584;Kiran;Female;;Kolkata;;;384.31;10;user1583@mail.com;;;
C1585;Kiran;Male;;Ahmedabad;24/4/2023;;;;user1584@mail.com;;;India
;Ankit;Female;;Hyderabad;;;3102.19;1;;;;India
;Rahul;Male;;Chennai;19/5/2025;;;;;9876883757;9876883757;
C1588;Priya;Male;;Pune;24/3/2023;;;;;;;Australia
;Priya;Female;;Ahmedabad;29/12/2021;;;1;user1588@mail.com;;;India
C1590;Amit;Male;;;;;;1;;;;Canada
C1591;Ankit;Male;;Ahmedabad;21/9/2023;;;;;93441656;0093441656;
C1592;Ankit;Male;;;29/8/2021;30/3/2024;3551.22;3;user1591mail.com;979872255;0979872255;Australia
C1593;Ravi;;;Kolkata;23/9/2023;;;10;user1592@mail.com;;;UK
C1594;Amit;Female;;Hyderabad;;14/9/2020;3813.25;10;user1593mail.com;;;UK
;Amit;Male;52;Bangalore;5/6/2022;;;1;;9496166789;9496166789;Canada
C1596;Simran;Male;45;Chennai;;;;1;;;;Australia
C1597;Priya;;;Bangalore;14/9/2021;;2337.08;10;user1596mail.com;9387596534;9387596534;
;Amit;Female;;Ahmedabad;;;;;;;;Canada
C1599;Sneha;;64;Delhi;;;668.65;;user1598@mail.com;;;USA
C1600;Pooja;Male;39;Ahmedabad;;;;1;user1599@mail.com;;;UK
;Pooja;Male;;Bangalore;;;;;user1600mail.com;;;Canada
;;;39;Pune;;;;;;;;Australia
C1603;Pooja;Male;;Pune;20/7/2025;;;4;user1602@mail.com;;;
;Simran;Male;;Mumbai;;;;;user1603mail.com;;;Australia
C1605;;Male;;Delhi;9/11/2024;;;4;user1604mail.com;;;Australia
C1606;Ravi;Female;;Pune;;6/9/2022;166.8;10;;;;
C1607;Priya;;;Hyderabad;5/12/2022;;;10;user1606@mail.com;;;UK
C1608;Ravi;;;Hyderabad;;;;;;929591234;0929591234;USA
C1609;Amit;;;Hyderabad;;;565.21;1;user1608mail.com;;;
C1610;Sneha;Male;;Mumbai;;;;1;;;;UK
C1611;Kiran;Female;38;Ahmedabad;22/1/2021;;;10;;9263814726;9263814726;USA
C1612;Sneha;;;Mumbai;8/11/2022;;2181.5;;;;;
C1613;Neha;Male;;Delhi;;30/11/2021;;1;;946298579;0946298579;USA
C1614;Ankit;Female;;Bangalore;;;;10;user1613@mail.com;;;Australia
C1615;;Female;50;Hyderabad;;;4779.47;1;user1614mail.com;;;USA
C1616;Neha;;;Chennai;4/6/2022;;;10;;;;Australia
C1617;Rahul;Female;;Delhi;3/6/2022;17/1/2022;;10;user1616@mail.com;;;Australia
C1618;Rahul;Female;;Delhi;;18/12/2020;;1;;9778837749;9778837749;India
C1619;Simran;Male;;;;7/9/2023;;1;;;;USA
C1620;Rahul;Male;49;Delhi;7/5/2025;;;;user1619@mail.com;;;Australia
C1621;Ravi;Male;;Hyderabad;;;;5;user1620mail.com;;;
C1622;Sneha;;;Delhi;15/4/2022;16/4/2021;;1;;;;USA
;Kiran;Female;25;Chennai;15/7/2023;;;10;;9626664124;9626664124;USA
C1624;Ankit;Male;;Chennai;;11/5/2025;;;user1623mail.com;;;India
C1625;Amit;Male;;Kolkata;;;;;user1624@mail.com;989428539;0989428539;USA
C1626;Ravi;Male;;Hyderabad;;25/8/2024;;1;user1625@mail.com;;;
;;Male;30;Pune;17/6/2024;;919.67;;user1626@mail.com;986844;0000986844;
C1628;Neha;Male;;Kolkata;;;1863.48;1;;;;
C1629;Ravi;;60;Mumbai;10/4/2023;;;5;;;;Australia
C1630;Pooja;Female;;Bangalore;;;3184;10;user1629mail.com;;;Australia
C1631;Pooja;Male;37;Ahmedabad;;;;;;;;
;Ankit;;;Mumbai;17/1/2023;7/7/2021;;4;user1631mail.com;;;UK
C1633;Rahul;Male;;Mumbai;;;1035.16;;;;;USA
C1634;Ankit;Male;;;;;;10;;;;USA
C1635;Amit;Male;;Chennai;16/4/2022;;;1;;;;
C1636;Pooja;;;Bangalore;;;1770.09;3;;;;Canada
C1637;Rahul;Male;;Ahmedabad;8/2/2022;;1948.68;10;;;;USA
C1638;Ravi;Male;;Bangalore;28/4/2023;;;10;;947429869;0947429869;
C1639;Pooja;;;Pune;;;;4;user1638mail.com;;;
C1640;Amit;;64;Chennai;8/12/2020;;;3;;;;India
C1641;Ravi;Female;;Chennai;30/1/2021;24/1/2025;;5;;;;UK
C1642;Ankit;;;Ahmedabad;;30/11/2024;;;user1641@mail.com;;;Canada
;Ankit;Male;;Delhi;;;;;;9969615;0009969615;USA
C1644;Ravi;Male;;Bangalore;;27/3/2022;;1;user1643mail.com;;;India
C1645;Kiran;Female;;Bangalore;22/11/2021;;;10;;;;Australia
C1646;Simran;Male;;Bangalore;22/11/2020;;;10;;;;
C1647;Sneha;;;;;;;10;user1646mail.com;;;India
C1648;Priya;Male;;Pune;;4/1/2025;;1;;;;India
C1649;Priya;;;Ahmedabad;11/1/2023;24/10/2022;;1;user1648@mail.com;92967441;0092967441;
C1650;Pooja;Male;;Hyderabad;;26/6/2024;;1;user1649mail.com;;;
C1651;Amit;Female;;Hyderabad;;;;10;user1650@mail.com;;;
C1652;Priya;Female;;Pune;20/12/2020;;;1;user1651mail.com;;;India
C1653;Pooja;Female;;Mumbai;13/9/2023;;;1;;9852235948;9852235948;UK
C1654;Ankit;Male;;Kolkata;;20/4/2025;;;;;;
C1655;Kiran;Female;;Pune;24/4/2022;;;;user1654@mail.com;;;Australia
C1656;Priya;Female;;;26/11/2022;17/11/2021;655.97;1;;;;India
C1657;Priya;Female;;Bangalore;26/12/2023;;;1;user1656@mail.com;;;Canada
C1658;Sneha;;64;Kolkata;21/9/2020;;;1;;9892469638;9892469638;
;;Male;;Delhi;;;;10;;;;Canada
C1660;Pooja;;;Ahmedabad;;;2571.35;;;;;UK
C1661;Simran;Male;43;Kolkata;;;4677.88;10;user1660@mail.com;9372618;0009372618;USA
C1662;Ankit;Male;;Chennai;;12/9/2020;;10;user1661mail.com;;;Australia
;Ankit;Male;;Delhi;;;;1;;;;Canada
C1664;Pooja;Female;;Mumbai;2/7/2025;23/11/2023;;1;;;;Canada
C1665;;Female;;Hyderabad;1/4/2021;5/1/2023;;;user1664@mail.com;;;USA
C1666;Amit;Female;;Bangalore;5/3/2021;29/1/2022;;1;user1665@mail.com;;;Australia
;Priya;Female;;Pune;;;;1;;;;USA
C1668;Rahul;Male;39;Ahmedabad;;;;2;;;;
C1669;Amit;Male;;Chennai;;8/6/2022;;1;;;;USA
C1670;Neha;;30;Chennai;;;;;user1669@mail.com;9414191292;9414191292;Australia
;Simran;Male;54;Chennai;23/7/2025;;;10;user1670mail.com;;;Canada
C1672;Kiran;;;Mumbai;;8/11/2024;;10;user1671@mail.com;9768824723;9768824723;UK
C1673;;Male;28;;17/8/2025;;;10;user1672@mail.com;939537224;0939537224;Australia
C1674;Kiran;Male;;Pune;;;;;;;;
C1675;Priya;;51;;24/8/2022;;;10;user1674@mail.com;;;Canada
C1676;Ravi;Female;;Mumbai;17/6/2023;;;10;user1675@mail.com;935559953;0935559953;UK
C1677;Ravi;Male;;;;;;10;;;;
C1678;Sneha;Male;;Pune;;22/11/2022;;1;;;;
C1679;Rahul;Male;;;;11/2/2024;;1;;9614379;0009614379;
C1680;Ankit;Female;;Kolkata;15/11/2022;;;10;user1679mail.com;;;India
C1681;Kiran;Female;;Mumbai;;3/6/2022;;1;;;;UK
C1682;Ravi;Female;;Chennai;4/11/2024;3/12/2023;3668.74;1;;;;
C1683;Simran;Female;47;Bangalore;30/3/2025;24/1/2026;;10;user1682mail.com;;;
C1684;Pooja;;;Kolkata;;;;1;;;;Australia
C1685;Rahul;Female;;Kolkata;;;;1;;;;USA
C1686;;Female;;Pune;25/8/2024;;;5;user1685@mail.com;;;USA
C1687;;Female;;Delhi;;;;1;user1686mail.com;;;India
C1688;;Female;;Mumbai;;30/11/2022;;1;;9935988751;9935988751;Canada
C1689;Pooja;Male;;Pune;28/3/2025;;4981.4;;user1688@mail.com;;;Australia
C1690;;Female;;Hyderabad;20/1/2024;;;10;user1689@mail.com;;;
C1691;;Male;;Chennai;;;;;user1690mail.com;934524618;0934524618;
C1692;;Male;;;;;;3;;;;Australia
C1693;Kiran;;38;Pune;28/9/2020;;;4;user1692@mail.com;;;India
C1694;Simran;Female;;Ahmedabad;;;;;user1693mail.com;9315647117;9315647117;USA
;Ankit;Female;;Mumbai;;;;;user1694mail.com;;;
C1696;;Male;;Mumbai;22/2/2025;;;;user1695@mail.com;;;India
C1697;Amit;Male;63;Mumbai;4/1/2023;;105.85;1;;;;Canada
C1698;Ankit;Male;;Hyderabad;;;;10;;;;India
C1699;;;;Mumbai;27/9/2025;;;1;user1698mail.com;;;UK
C1700;Rahul;Female;;Kolkata;26/7/2024;;;1;user1699@mail.com;;;Canada
C1701;Neha;Male;;Delhi;22/3/2022;14/7/2023;59.01;5;user1700@mail.com;;;Canada
C1702;Rahul;Male;70;Bangalore;;29/11/2024;;;user1701mail.com;;;Australia
C1703;;Female;;;;30/7/2021;;3;user1702@mail.com;;;Australia
;Pooja;Male;;Hyderabad;5/12/2020;;;1;;977859185;0977859185;UK
C1705;;Female;;;;;2054.39;1;user1704@mail.com;;;India
;Simran;Female;;;18/9/2022;;;1;user1705@mail.com;9539614965;9539614965;UK
C1707;Sneha;Female;;;18/12/2024;;;4;;;;USA
C1708;Ravi;Male;;Bangalore;20/2/2025;;;5;;;;Australia
C1709;Rahul;Female;;Kolkata;10/3/2022;;;1;user1708@mail.com;;;Canada
;Ravi;Male;43;Mumbai;4/8/2024;;;10;user1709mail.com;;;Canada
;;Female;;Pune;;;;;;;;UK
C1712;Amit;;;Hyderabad;;;;;user1711@mail.com;;;
C1713;;Female;31;Hyderabad;14/10/2022;;;1;;;;India
C1714;Amit;Male;;Mumbai;;;;10;;;;
C1715;Pooja;Male;;Kolkata;;;1153.98;1;;;;Australia
C1716;;Female;50;Mumbai;5/4/2025;;;4;user1715mail.com;;;Canada
C1717;Priya;Male;;Hyderabad;20/10/2023;20/8/2023;784.33;1;user1716@mail.com;;;Australia
;Kiran;Male;;Bangalore;;;;1;user1717mail.com;9619587;0009619587;UK
C1719;Sneha;Male;;Delhi;4/5/2023;;;1;;;;Australia
C1720;Rahul;;;Bangalore;11/4/2023;;2974.24;;user1719mail.com;;;USA
C1721;Amit;Female;;Pune;;25/9/2023;;5;user1720mail.com;;;UK
C1722;Ankit;Female;;Ahmedabad;1/8/2021;11/4/2025;241.44;1;user1721@mail.com;;;USA
C1723;;Male;;Hyderabad;;;;10;user1722mail.com;;;USA
;Ravi;Male;24;Chennai;23/3/2025;;;1;user1723@mail.com;;;Canada
;;Male;;Mumbai;;;;3;user1724@mail.com;;;Australia
C1726;Kiran;;;Kolkata;5/5/2024;;;;user1725mail.com;;;Australia
C1727;Neha;Male;;Chennai;5/8/2025;;2082.7;10;;;;USA
C1728;Simran;;;Mumbai;;13/12/2020;;10;user1727@mail.com;994485623;0994485623;Canada
C1729;;;;Mumbai;;;;1;;9738441451;9738441451;
;Simran;Female;;Mumbai;;;;1;;931858111;0931858111;
;Ankit;;;;19/11/2023;;4425.36;2;user1730@mail.com;;;Australia
C1732;;;57;Ahmedabad;11/9/2021;;;;user1731mail.com;;;USA
;;Male;;Hyderabad;;5/8/2024;;;;;;Australia
C1734;Kiran;Male;43;Mumbai;;;;1;;;;India
;;;;Mumbai;;;;10;user1734@mail.com;;;UK
C1736;;Female;;Kolkata;;;;;;912655133;0912655133;Australia
;Ravi;Male;;Mumbai;;10/11/2024;;10;;;;Australia
C1738;Amit;Female;;Kolkata;;8/2/2021;;;;;;
;Sneha;Male;;Kolkata;1/7/2025;11/8/2021;;2;;;;USA
;Priya;Male;25;Chennai;2/12/2022;;;10;user1739@mail.com;98938119;0098938119;India
C1741;Kiran;;45;Hyderabad;;;1071.94;1;user1740@mail.com;;;
C1742;Sneha;Male;52;Kolkata;;19/8/2022;;1;user1741@mail.com;97636435;0097636435;Canada
C1743;Sneha;Female;;Hyderabad;;;;1;user1742mail.com;;;
;;;;Bangalore;16/1/2021;9/1/2026;;1;user1743@mail.com;98125529;0098125529;Canada
C1745;;;;Delhi;;;;1;user1744@mail.com;;;USA
C1746;Pooja;Male;50;;7/1/2021;;;1;user1745mail.com;;;Australia
;Pooja;Female;;Ahmedabad;3/9/2021;16/1/2025;;5;user1746@mail.com;;;Canada
C1748;Priya;;;Ahmedabad;27/7/2023;;;1;user1747@mail.com;;;
C1749;Pooja;Female;56;Ahmedabad;;;852.08;1;;;;UK
;Rahul;Female;;Delhi;18/10/2025;;;1;;982865134;0982865134;Australia
;Ankit;Female;;Delhi;7/12/2025;2/9/2024;;10;user1750@mail.com;;;
C1752;Kiran;;;Pune;24/7/2023;;;1;;9535712735;9535712735;India
;Ankit;Female;31;Pune;;;;5;;;;UK
C1754;Pooja;Male;;Mumbai;11/3/2022;19/8/2025;;3;;92536924;0092536924;India
C1755;Pooja;Male;;;;;;10;;9835988312;9835988312;Canada
C1756;Neha;Female;;Delhi;18/8/2022;1/2/2025;;10;;;;India
C1757;Pooja;Female;;Chennai;9/10/2023;;3263.81;;user1756mail.com;976237637;0976237637;India
C1758;Amit;;27;Hyderabad;18/2/2025;;;1;user1757mail.com;;;India
C1759;;Female;27;Bangalore;9/6/2023;27/7/2022;;5;;;;
;Ravi;;;;;16/10/2022;;1;;;;
C1761;Ankit;Male;;Ahmedabad;28/5/2024;;;;user1760mail.com;;;USA
C1762;Priya;;;Hyderabad;;;;10;user1761mail.com;;;
C1763;Ankit;Male;;Delhi;;;341.95;1;user1762@mail.com;;;Canada
;Pooja;;;;;;905.33;;;;;Australia
C1765;Ravi;Female;37;Delhi;13/6/2021;23/3/2021;;10;user1764@mail.com;;;USA
C1766;Ankit;;;Chennai;10/10/2024;;;1;user1765mail.com;;;USA
;;Male;;Mumbai;;;;10;user1766@mail.com;;;Canada
C1768;;Male;64;;;20/8/2020;;10;user1767mail.com;92945893;0092945893;Australia
C1769;Priya;;;Mumbai;21/11/2025;;;4;;;;Canada
C1770;Priya;;;Chennai;;1/8/2021;;10;;;;USA
C1771;Priya;;;Mumbai;19/11/2021;;;4;;;;USA
C1772;Ravi;;22;Chennai;22/12/2022;;;10;user1771@mail.com;;;
C1773;;Female;;Delhi;;;;5;;;;Australia
C1774;;;24;Ahmedabad;;;;1;user1773mail.com;;;India
C1775;Simran;;50;Pune;;;;10;;;;Australia
C1776;;Female;;Ahmedabad;;;;1;;;;UK
C1777;Sneha;Male;31;Pune;23/1/2025;;;;;;;UK
C1778;Pooja;Male;;Pune;;27/5/2023;;;user1777@mail.com;951521111;0951521111;India
C1779;Rahul;Female;;Delhi;;16/1/2026;;10;;;;Canada
C1780;Kiran;Female;;Chennai;22/9/2025;;1614.83;;;983111195;0983111195;India
C1781;Neha;Female;;Delhi;17/5/2025;;366.96;1;;;;India
C1782;Amit;Female;;;;;1379.38;1;user1781mail.com;;;Australia
C1783;Sneha;;62;Pune;;;2502.03;2;;;;India
;Pooja;Female;20;Chennai;;;;;user1783mail.com;;;UK
C1785;;Male;;Hyderabad;;;;;user1784mail.com;9959869658;9959869658;Canada
C1786;Kiran;Male;;Bangalore;14/6/2021;;;;user1785mail.com;;;Australia
;Simran;;;Pune;28/1/2025;4/5/2023;;1;;996434896;0996434896;Australia
C1788;Rahul;Female;;Ahmedabad;;30/5/2025;1334.98;10;;;;Canada
C1789;Simran;;31;Ahmedabad;6/11/2020;;;10;user1788mail.com;9177117525;9177117525;India
C1790;Priya;Male;;Bangalore;;28/4/2023;4961.64;1;user1789@mail.com;983633936;0983633936;
C1791;;Male;;Hyderabad;;;;5;user1790@mail.com;;;USA
;Rahul;;29;Delhi;;;;;;9259378;0009259378;Canada
C1793;Rahul;;;Pune;26/8/2021;30/4/2025;3552.5;;;;;UK
C1794;Amit;Male;;Delhi;;10/4/2022;;1;user1793mail.com;;;
C1795;Sneha;;42;;17/10/2020;;;10;;;;Australia
;;;;Bangalore;;6/1/2022;176.73;2;user1795@mail.com;;;
;;Male;;Delhi;;;;;user1796@mail.com;937142742;0937142742;India
;Ravi;Female;;Bangalore;;;;1;user1797@mail.com;;;UK
C1799;Sneha;Female;;Mumbai;;;;1;user1798mail.com;;;Canada
C1800;Simran;Male;;Delhi;;;;;user1799@mail.com;;;Australia
C1801;Amit;Male;;Mumbai;13/4/2023;;;1;;;;USA
;Priya;Male;53;Delhi;;;2390.24;1;user1801@mail.com;;;Australia
C1803;;Female;;Pune;;;;10;;;;India
C1804;Simran;Female;;Mumbai;28/7/2023;7/10/2020;;10;user1803mail.com;975189464;0975189464;
C1805;;;;Hyderabad;;21/1/2025;;1;;;;UK
C1806;;Male;;Kolkata;24/11/2021;16/11/2024;1060.59;4;user1805mail.com;9579576467;9579576467;India
;Priya;Male;;;;4/1/2023;;10;user1806mail.com;;;USA
C1808;Rahul;;;Bangalore;;;;10;user1807@mail.com;;;India
C1809;Simran;;27;Kolkata;9/11/2020;;;;user1808@mail.com;;;
C1810;;;57;;21/6/2024;;;;user1809@mail.com;9565972639;9565972639;Australia
C1811;Rahul;Female;;Pune;;30/7/2021;;;user1810mail.com;9394455519;9394455519;USA
C1812;Kiran;Male;68;;;28/7/2022;3429.91;1;;;;
;Simran;Female;;Mumbai;;21/5/2023;;2;user1812@mail.com;;;
C1814;Rahul;Male;34;;;5/7/2022;4927.32;1;user1813mail.com;;;Australia
C1815;Simran;Male;;;18/3/2024;;;10;;9759451292;9759451292;Australia
C1816;Ravi;;;;;6/12/2021;;1;user1815mail.com;9979177274;9979177274;Australia
;Rahul;Male;;Chennai;15/6/2025;;;;;;;UK
;Priya;Female;;Mumbai;3/10/2023;;;3;user1817mail.com;;;USA
;Priya;Female;;Hyderabad;29/11/2024;;;3;;;;
;Kiran;Male;47;Hyderabad;;;;1;user1819mail.com;;;Australia
;Ravi;Male;;;;;;10;user1820mail.com;;;USA
C1822;Pooja;Female;53;Ahmedabad;14/9/2022;6/8/2021;;1;user1821@mail.com;;;Canada
C1823;Priya;Male;;Pune;;;;2;;;;Australia
C1824;Ankit;Female;;Hyderabad;;28/8/2023;;5;user1823mail.com;94387299;0094387299;UK
C1825;Ravi;Female;;Hyderabad;;;;10;user1824mail.com;;;USA
C1826;Rahul;;;Hyderabad;;31/12/2021;;;;;;
C1827;Pooja;Male;;Pune;;21/4/2024;;10;user1826@mail.com;9218422361;9218422361;UK
;Rahul;Male;;Delhi;26/4/2024;;1154.03;1;user1827@mail.com;;;UK
;Neha;;;Kolkata;28/1/2022;15/9/2020;;1;;;;USA
C1830;Rahul;Female;65;Kolkata;12/10/2021;20/4/2024;;5;user1829@mail.com;;;USA
;Sneha;Female;;Kolkata;17/9/2024;;;10;user1830mail.com;9693681566;9693681566;USA
C1832;Priya;Male;65;Kolkata;5/9/2023;3/4/2021;;;;9628641624;9628641624;UK
;;Female;;Pune;;;;1;user1832@mail.com;;;UK
C1834;Ravi;;;Chennai;22/8/2023;;2854.71;;user1833mail.com;;;USA
C1835;Sneha;Male;63;Ahmedabad;20/3/2023;;;1;user1834@mail.com;937843412;0937843412;Australia
C1836;Simran;;;Bangalore;24/10/2023;16/1/2022;;;;;;India
C1837;Ankit;Male;;Pune;;8/3/2025;;10;;;;UK
C1838;Priya;Male;;Hyderabad;;24/6/2025;;1;;9718133254;9718133254;Canada
C1839;Amit;Male;;Mumbai;1/6/2022;9/9/2020;;1;user1838mail.com;;;UK
C1840;Priya;Male;37;Kolkata;;;;;;;;India
C1841;;Female;;;25/5/2023;;1288.03;3;;;;India
C1842;Kiran;Female;;Chennai;;13/6/2022;;;;;;USA
C1843;Simran;Male;55;Pune;29/10/2023;14/11/2023;4511.48;;;;;
C1844;;Male;;Mumbai;24/5/2023;;;3;user1843@mail.com;;;
;Rahul;Male;;Mumbai;;5/1/2024;;2;;;;India
C1846;Neha;Female;;Mumbai;;;;;;;;Australia
C1847;;Female;;Kolkata;;;;1;;;;USA
;Neha;Male;42;Pune;;;3584.87;;user1847mail.com;;;Australia
C1849;Rahul;Male;;Ahmedabad;;;;1;;;;Australia
;Amit;Male;;Kolkata;;;3791.91;;;;;Canada
C1851;Amit;Male;;Chennai;24/9/2024;;;;user1850@mail.com;9884117617;9884117617;
C1852;Sneha;Female;;Delhi;;;;1;;9935924751;9935924751;India
;;Female;;Ahmedabad;15/7/2024;;;10;user1852@mail.com;;;India
;Priya;Female;38;Ahmedabad;;4/3/2022;2857.5;1;;;;Canada
;Pooja;Male;18;Ahmedabad;14/8/2022;;;;;946731649;0946731649;Canada
C1856;Priya;Female;42;Chennai;;;;;;;;USA
C1857;Priya;Female;;Mumbai;21/9/2022;27/9/2021;4251.03;10;user1856@mail.com;;;Canada
;Pooja;;;Bangalore;28/5/2024;;;10;;;;
C1859;;Male;;Bangalore;;;3572.99;10;;;;USA
C1860;Neha;Female;;Kolkata;9/11/2023;;;1;user1859mail.com;;;Canada
C1861;Sneha;Male;34;Kolkata;;;2268.38;2;user1860@mail.com;;;UK
C1862;;Female;;Mumbai;1/11/2024;;1524.68;10;;;;India
C1863;Neha;Male;;Pune;;;3591.74;10;user1862@mail.com;;;UK
C1864;Priya;Male;;Ahmedabad;30/1/2021;;;1;user1863mail.com;;;Canada
C1865;Neha;Female;60;Pune;;;2437.83;1;;;;India
;Neha;Male;;Hyderabad;;;;;;9548756245;9548756245;
C1867;Pooja;;;Hyderabad;;24/5/2023;;10;;;;UK
C1868;Priya;;;Delhi;9/7/2022;12/9/2024;;;;;;USA
C1869;Kiran;Male;;Bangalore;26/11/2022;;;1;;9198839777;9198839777;UK
C1870;Simran;;;Bangalore;;26/5/2025;1632.94;5;;;;
;Kiran;Female;;Hyderabad;23/3/2022;;499.06;1;;93351756;0093351756;Canada
C1872;Kiran;Female;38;Mumbai;16/4/2024;;;3;user1871@mail.com;;;
C1873;Rahul;;;;23/10/2021;;;1;user1872mail.com;9951159816;9951159816;
C1874;Neha;Female;;Hyderabad;14/3/2022;;;;;;;UK
;Priya;;;Delhi;21/10/2022;;2841.53;1;user1874@mail.com;;;Canada
C1876;Pooja;Female;;Kolkata;8/9/2022;;;;user1875@mail.com;;;India
C1877;;Male;;Bangalore;;;;;user1876mail.com;978192177;0978192177;Australia
